date,DJIA,DJIA_return,Nasdaq_Composite_Index,Nasdaq_Composite_Index_return,S_P500,S_P500_return,Nasdaq_100,Nasdaq_100_return,HSI,HSI_return,SH,SH_return,BTC,BTC_return
30th week of 1992,3393.78,10.87099046,580.83,29.52001446,424.21,11.97706325,,,5881.1,1.961636429,1052.07,1.834706816,,
31th week of 1992,3332.18,11.09044229,573.74,29.89716596,418.88,12.14218869,,,5850.9,1.976923208,1005.23,1.966793669,,
32th week of 1992,3328.94,11.10220971,573.18,29.92735266,419.91,12.10995213,,,5822.6,1.991392162,858.38,2.474347026,,
33th week of 1992,3254.09,11.38058259,563.7,30.44747206,414.85,12.26985657,,,5509.4,2.161447708,916.25,2.254908595,,
34th week of 1992,3267.61,11.32935693,563.56,30.45528426,414.84,12.27017645,,,5628.6,2.094495967,848.2,2.516045744,,
35th week of 1992,3281.93,11.27556042,573.44,29.91333008,417.08,12.19890668,,,5707.5,2.051717915,753.58,2.957522758,,
36th week of 1992,3305.7,11.18729165,583.01,29.40589355,419.58,12.12026312,,,5537.3,2.145518574,776.29,2.841747285,,
37th week of 1992,3327.05,11.10908462,589.12,29.09054183,422.93,12.0163384,,,5689.3,2.061480323,754.4,2.953221103,,
38th week of 1992,3250.32,11.39494265,577.2,29.71195426,414.35,12.28586943,,,5686.2,2.063149379,729.79,3.086531742,,
39th week of 1992,3200.61,11.58745364,571.63,30.01121355,410.47,12.41145516,,,5595.4,2.11285699,702.32,3.246369176,,
40th week of 1992,3136.58,11.84441334,570.52,30.07154876,402.66,12.67158397,,,5596.7,2.112133936,660.29,3.516666919,,
41th week of 1992,3174.41,11.69134422,582.61,29.42676919,411.73,12.37041265,,,5985.3,1.910076354,664.75,3.486363294,,
42th week of 1992,3207.64,11.55986644,597.3,28.67845304,414.1,12.29389036,,,6262.5,1.781266267,559.73,4.328122488,,
43th week of 1992,3226.28,11.48730116,605.17,28.29249632,418.68,12.14846661,,,6190.7,1.813523511,507.25,4.879369147,,
44th week of 1992,3240.06,11.43419258,616.82,27.73924322,417.58,12.18310264,,,6315,1.758144101,457.05,5.525128542,,
45th week of 1992,3233.03,11.46122987,637.16,26.821803,422.43,12.0317449,,,6366.6,1.735789904,414.09,6.202081673,,
46th week of 1992,3227.36,11.48312243,642.6,26.58627451,426.65,11.90284777,,,5878.2,1.963097547,401.44,6.42903049,,
47th week of 1992,3282.2,11.27455061,649.49,26.29363039,430.16,11.7975637,,,5986.7,1.909395827,637.66,3.676959508,,
48th week of 1992,3288.68,11.25036489,661.6,25.79404474,432.06,11.74128593,,,5268.1,2.306254627,807.02,2.69545984,,
49th week of 1992,3304.08,11.19326711,655.79,26.03142774,433.73,11.69222788,,,5253.2,2.315632376,722.28,3.129021986,,
50th week of 1992,3313.27,11.15944671,661.29,25.80660527,441.28,11.47507252,,,5192.7,2.354262715,698.13,3.271854812,,
51th week of 1992,3326.24,11.11203341,665.88,25.62182375,439.77,11.51790709,,,5442,2.20060272,764.28,2.902117025,,
52th week of 1992,3301.11,11.20423736,676.95,25.18648349,435.71,11.6345505,,,5512.4,2.159727161,780.39,2.821563577,,
01th week of 1993,3251.67,11.38979663,677.21,25.17642976,429.05,11.83067242,,,5529.6,2.149898727,889.47,2.352906787,,
02th week of 1993,3271.12,11.3161272,697.15,24.42772717,437.15,11.59293149,,,5871.8,1.966327191,1063.76,1.803555313,,
03th week of 1993,3256.81,11.37024266,701.63,24.26536779,436.11,11.6229621,,,5914.4,1.94496145,1100.31,1.710427061,,
04th week of 1993,3310.03,11.1713489,696.34,24.45730534,438.78,11.54615069,,,5751.4,2.028424384,1198.48,1.48841032,,
05th week of 1993,3442.14,10.70421017,700.98,24.28879569,448.93,11.26249081,,,5747.2,2.030637528,1332.96,1.237358961,,
06th week of 1993,3392.43,10.87571446,690.54,24.67112694,444.58,11.38247335,,,5858.2,1.973213615,1458.76,1.044414434,,
07th week of 1993,3322.18,11.12683539,663.61,25.71288859,434.22,11.67790521,,,6170.1,1.822916971,1499.74,0.9885513489,,
08th week of 1993,3370.81,10.95188397,670.77,25.42774722,443.38,11.41598629,,,6352,1.742078086,1339.88,1.225803803,,
09th week of 1993,3404.58,10.83333333,681.37,25.01661359,446.11,11.34000583,,,6502.8,1.678489266,1109.54,1.687879662,,
10th week of 1993,3427.82,10.75310547,692.78,24.58812321,449.83,11.23795656,,,6170.4,1.822779723,1236.35,1.412189105,,
11th week of 1993,3471.58,10.60495509,682.72,24.96516874,450.18,11.22844196,,,6088.3,1.860844571,1174.99,1.538157772,,
12th week of 1993,3439.98,10.71155937,681.54,25.01012413,447.78,11.29398365,,,6341.3,1.746704934,1039.76,1.868267677,,
13th week of 1993,3370.81,10.95188397,669.85,25.46404419,441.39,11.47196357,,,6404.4,1.719642746,944.01,2.159193229,,
14th week of 1993,3396.48,10.86155373,666.33,25.60384494,441.84,11.45926127,,,6285.7,1.771000843,1243.02,1.399245386,,
15th week of 1993,3478.61,10.58150238,666.78,25.5858904,448.94,11.26221767,,,6697.2,1.600740608,1214.75,1.455081292,,
16th week of 1993,3413.77,10.80147755,658.41,25.92386203,437.03,11.59638926,,,6750.9,1.58005303,1260.25,1.366443166,,
17th week of 1993,3427.55,10.75403131,661.42,25.80133652,440.19,11.50596333,,,6830.5,1.549986092,1358.78,1.194843904,,
18th week of 1993,3437.19,10.72106575,681.44,25.01394107,442.31,11.44602202,,,6798.3,1.562064045,1199.81,1.485651895,,
19th week of 1993,3443.01,10.70125268,676.37,25.20893889,439.56,11.52388752,,,7005.3,1.486357472,1167.47,1.554506754,,
20th week of 1993,3492.83,10.5343518,694.29,24.53247202,445.84,11.34747892,,,7170,1.429244073,1143.97,1.606982701,,
21th week of 1993,3527.43,10.42121318,700.53,24.30504047,450.19,11.22817033,,,7397.9,1.354408684,972.77,2.065791503,,
22th week of 1993,3545.14,10.36415769,702.01,24.25169157,450.06,11.23170244,,,7157.5,1.433486553,1004.3,1.969540974,,
23th week of 1993,3505.01,10.49426963,693.19,24.57298865,447.26,11.30827706,,,7266.7,1.396917445,1047,1.84843362,,
24th week of 1993,3494.77,10.52794891,689.59,24.70649226,443.68,11.40759106,,,7200.8,1.418853461,1005.98,1.964581801,,
25th week of 1993,3490.89,10.54076181,694.81,24.51336337,447.6,11.29892761,,,7014.1,1.483238049,1006.64,1.962638083,,
26th week of 1993,3483.97,10.56368453,704.49,24.16279862,445.84,11.34747892,,,7217.9,1.41312293,986.98,2.021651908,,
27th week of 1993,3521.06,10.44187546,705.81,24.11573936,448.11,11.28493004,,,7070.6,1.463394903,868.57,2.433586239,,
28th week of 1993,3528.29,10.41842932,699.73,24.33397167,445.75,11.34997196,,,6925.2,1.515115809,846.87,2.521567655,,
29th week of 1993,3546.74,10.35903111,700.24,24.31552039,447.1,11.31268173,,,6750.3,1.580282358,813.54,2.665843105,,
30th week of 1993,3539.47,10.38236233,704.7,24.15530013,448.13,11.28438176,,,6989,1.492156246,881.07,2.384872939,,
31th week of 1993,3560.43,10.31535517,718.08,23.68658088,448.68,11.26932335,,,7396.8,1.354758815,855.52,2.485961754,,
32th week of 1993,3569.65,10.28612889,718.26,23.68039429,450.14,11.22952859,,,7392.3,1.356192254,947.26,2.148354201,,
33th week of 1993,3615.48,10.14306537,730.96,23.25158695,456.16,11.06813399,,,7545.4,1.308383916,946.54,2.150749044,,
34th week of 1993,3640.63,10.06608746,734.07,23.14884139,460.54,10.9533591,,,7423,1.346447528,894.59,2.333717122,,
35th week of 1993,3633.93,10.08649038,749.71,22.64506276,461.34,10.93263103,,,7512.1,1.318616632,922.69,2.23219066,,
36th week of 1993,3621.63,10.124143,744.31,22.81660867,461.72,10.92281036,,,7593.5,1.29376177,903.56,2.300621984,,
37th week of 1993,3613.25,10.14994257,740.11,22.95176393,458.83,10.99790772,,,7418.1,1.347997466,881.41,2.383567239,,
38th week of 1993,3543.11,10.37066871,754.65,22.49028026,457.63,11.0293687,,,7525.1,1.314611102,875.81,2.405202042,,
39th week of 1993,3581.11,10.25001187,763.23,22.22620966,461.28,10.93418314,,,7676.2,1.26904979,890.27,2.349893852,,
40th week of 1993,3584.74,10.23861982,764.27,22.194604,460.31,10.95933175,,,8005.6,1.175687019,874.76,2.409289405,,
41th week of 1993,3629.73,10.09931868,787.42,21.512687,469.5,10.72523962,,,8764,0.9874121406,856.92,2.480266536,,
42th week of 1993,3649.3,10.03979667,772.68,21.9421494,463.27,10.88291925,,,8719.29,0.9976030158,818.81,2.642249118,,
43th week of 1993,3680.59,9.945943449,779.26,21.748428,467.83,10.76709488,,,9329.1,0.86702683,814.82,2.660084436,,
44th week of 1993,3643.43,10.0575831,762.99,22.23351551,459.57,10.97858868,,,8996.9,0.93596461,814.39,2.66201697,,
45th week of 1993,3684.51,9.934297912,779.32,21.74667659,465.39,10.82878876,,,9701.29,0.7953983439,865.97,2.443895285,,
46th week of 1993,3694.01,9.906177839,751.56,22.58685933,462.6,10.9001297,,,9263.9,0.8801671002,924.67,2.225269556,,
47th week of 1993,3683.95,9.935960043,754.87,22.48343423,463.06,10.88830821,,,9274.4,0.8780384715,965.39,2.089228188,,
48th week of 1993,3704.07,9.876557408,772.22,21.9558157,464.89,10.8415109,,,9294.4,0.8739972457,980.67,2.041094354,,
49th week of 1993,3740.67,9.770137435,760.74,22.30223204,463.93,10.86601427,,,10228.1,0.7029242968,978.57,2.047620507,,
50th week of 1993,3751.57,9.738845337,759.23,22.34857685,466.38,10.8036794,,,10568.9,0.6480125652,901.7,2.307430409,,
51th week of 1993,3757.72,9.721269813,758.7,22.36488731,467.38,10.77842441,,,11039.8,0.5777169876,834.39,2.574239864,,
52th week of 1993,3754.09,9.731636695,776.8,21.82046859,466.45,10.80190803,,,11888.4,0.4650987517,833.8,2.576769009,,
01th week of 1994,3820.77,9.544348391,782.94,21.6415051,469.9,10.71525857,,,11001.5,0.5832095623,879.64,2.390375608,,
02th week of 1994,3867.2,9.417751862,792.31,21.3737426,474.91,10.59167,,,10774.3,0.6165950456,849.23,2.511781261,,
03th week of 1994,3914.48,9.291923832,794.28,21.31825049,474.72,10.5963094,,,11459.4,0.5199469431,812.88,2.668819506,,
04th week of 1994,3945.43,9.211188641,796.53,21.25520696,478.7,10.49989555,,,11377.8,0.5308477913,799.26,2.731338989,,
05th week of 1994,3871.42,9.406396103,777.28,21.80637608,469.81,10.71750282,,,12157.6,0.4326577614,797.86,2.737886346,,
06th week of 1994,3894.78,9.343980918,781.39,21.68641779,470.18,10.70828193,,,11504,0.514054242,,#DIV/0!,,
07th week of 1994,3887.46,9.363458402,788.85,21.47187678,467.69,10.77061729,,,10825.9,0.6088897921,769.18,2.877258899,,
08th week of 1994,3838.78,9.494878581,783.78,21.61723953,466.07,10.81153046,,,10100.29,0.7244732577,787.42,2.787445074,,
09th week of 1994,3832.3,9.512624273,790.55,21.42355322,464.74,10.84533287,,,9918.2,0.7561331693,726.3,3.10616825,,
10th week of 1994,3862.7,9.42988842,789.2,21.4619108,466.44,10.80216105,,,9905.7,0.7583492333,717.38,3.157224902,,
11th week of 1994,3895.65,9.341670838,803.93,21.05035264,471.06,10.68640937,,,9132.29,0.907263129,765.22,2.897323645,,
12th week of 1994,3774.73,9.672956741,783.45,21.62676623,460.58,10.95232099,,,9234.2,0.8862142904,719.05,3.14756971,,
13th week of 1994,3635.96,10.08030066,743.46,22.84383827,445.77,11.34941786,,,9029.9,0.928889578,698.84,3.267514739,,
14th week of 1994,3674.26,9.964801076,748.71,22.67664383,447.1,11.31268173,,,9298.2,0.8732313781,678.85,3.393179642,,
15th week of 1994,3661.47,10.00310258,727.97,23.35119579,446.18,11.33806984,,,9536.1,0.8264993026,626.79,3.758068891,,
16th week of 1994,3648.68,10.0416726,722.56,23.53351971,447.63,11.29810334,,,9156.9,0.9021371862,566.07,4.268447365,,
17th week of 1994,3681.69,9.942673066,733.84,23.15641012,450.91,11.20864474,,,8966.1,0.9426149608,592.54,4.033094812,,
18th week of 1994,3669.5,9.97902439,732.86,23.18871271,447.82,11.29288553,,,8620.29,1.020544552,585.79,4.091090664,,
19th week of 1994,3659.68,10.00848435,716.92,23.72652458,444.14,11.3947404,,,9134.7,0.9067599374,590.39,4.051423635,,
20th week of 1994,3766.35,9.696703705,726.7,23.39375258,454.92,11.10102875,,,9631.6,0.8083890527,594.22,4.018865067,,
21th week of 1994,3757.14,9.722924884,733.14,23.17947459,457.33,11.03725975,,,9470.1,0.8392287304,573.36,4.20146156,,
22th week of 1994,3772.22,9.680058427,742.38,22.87852582,460.13,10.96401017,,,9234.29,0.8861959068,548.75,4.434733485,,
23th week of 1994,3773.45,9.676577138,734.25,23.14292135,458.67,11.00209301,,,9111.2,0.9116779348,514.54,4.796070276,,
24th week of 1994,3776.78,9.667163563,729.35,23.305121,458.45,11.00785255,,,9114,0.9110906298,527.85,4.649919485,,
25th week of 1994,3636.94,10.077315,693.79,24.55087274,442.8,11.43224932,,,8881,0.9612295913,492.33,5.057542705,,
26th week of 1994,3646.65,10.04781923,706.85,24.07878616,446.2,11.33751681,,,8634.4,1.017242657,458.37,5.506337675,,
27th week of 1994,3709.14,9.861690311,707.46,24.05716224,449.55,11.24557891,,,8433,1.065419187,437.75,5.812815534,,
28th week of 1994,3753.81,9.732437177,721.36,23.57433182,454.16,11.12127884,,,9117,0.9104617747,413.93,6.204865557,,
29th week of 1994,3735.04,9.786371766,716.68,23.73480493,453.11,11.1493677,,,9153,0.9029476674,363.73,7.199241195,,
30th week of 1994,3764.5,9.70196042,722.16,23.54710867,458.26,11.01283114,,,9482.79,0.8367674492,333.92,7.931211069,,
31th week of 1994,3747.02,9.751885498,718.67,23.66631416,457.09,11.04358004,,,9602.2,0.8139259753,683.04,3.366230382,,
32th week of 1994,3768.71,9.690005333,731.61,23.2300406,461.94,10.9171321,,,9464.6,0.8402975297,689.66,3.32431923,,
33th week of 1994,3755.11,9.728721662,742.43,22.87691769,463.68,10.87241201,,,9404.4,0.8520777508,713.85,3.177782447,,
34th week of 1994,3881.05,9.380574844,762.94,22.23503814,473.8,10.61882651,,,9399.1,0.8531221074,707.41,3.215815439,,
35th week of 1994,3885.58,9.36847266,759.23,22.34857685,470.99,10.68814625,,,9901.6,0.7590773208,830.18,2.592365511,,
36th week of 1994,3874.81,9.397291738,763.73,22.21100389,468.18,10.75829809,,,10145,0.7168733366,962.52,2.098439513,,
37th week of 1994,3933.35,9.242548972,777.91,21.78790606,471.19,10.68318513,,,9968.5,0.7472719065,978.99,2.046313037,,
38th week of 1994,3831.75,9.514133229,757.46,22.4031368,459.67,10.97598277,,,9632.5,0.8082200882,867.65,2.437226992,,
39th week of 1994,3843.19,9.482835873,764.29,22.19399704,462.71,10.89730069,,,9521.2,0.829357644,791.15,2.769588574,,
40th week of 1994,3797.43,9.609156719,749.96,22.63718065,455.1,11.09624258,,,9284.9,0.8759146571,738.03,3.040906196,,
41th week of 1994,3910.47,9.302477707,767.08,22.10963654,469.1,10.73523769,,,9550.9,0.8236689736,663.75,3.493122411,,
42th week of 1994,3891.3,9.353231568,765.38,22.16096579,464.89,10.8415109,,,9338.6,0.8651275352,712.71,3.18446493,,
43th week of 1994,3930.66,9.249558598,776.15,21.83957998,473.77,10.61956223,,,9379.5,0.8569945093,677.45,3.402258469,,
44th week of 1994,3807.52,9.581042253,766.08,22.13980263,462.28,10.90836722,,,9530.4,0.8275917065,666.77,3.47277172,,
45th week of 1994,3801.47,9.597881872,762.12,22.26003779,462.35,10.90656429,,,9367.9,0.859293972,731.16,3.078874665,,
46th week of 1994,3815.26,9.559576543,764.67,22.18247087,461.47,10.92926951,,,9427.4,0.8475592422,698.81,3.267697944,,
47th week of 1994,3708.27,9.86423858,742.52,22.8740236,452.29,11.17139446,,,8658.79,1.011560507,685.33,3.351640815,,
48th week of 1994,3745.62,9.755904229,745.02,22.79391157,453.3,11.14427531,,,8221.6,1.118526807,677.91,3.39927129,,
49th week of 1994,3691.11,9.914746513,719.05,23.65327863,446.96,11.31653839,,,7789.1,1.236160789,640.66,3.655058846,,
50th week of 1994,3807.19,9.581959398,729.07,23.3144554,458.8,10.99869224,,,8166.4,1.132846787,680.23,3.384267086,,
51th week of 1994,3833.43,9.509525412,742.19,22.8846387,459.83,10.97181567,,,8311.9,1.095511255,677.84,3.399725599,,
52th week of 1994,3834.44,9.50675718,751.96,22.57431246,459.27,10.98641322,,,8191,1.126441216,647.87,3.603253739,,
01th week of 1995,3867.41,9.417186179,749.69,22.64569355,460.68,10.94972649,,,7683.3,1.266953002,640.76,3.654332355,,
02th week of 1995,3908.46,9.307775953,762.16,22.25881705,465.97,10.81406528,,,7252.3,1.401676709,597.84,3.988475177,,
03th week of 1995,3869.43,9.411747984,762.05,22.2621744,464.78,10.84431344,,,7278.1,1.393163051,571.24,4.220765353,,
04th week of 1995,3857.99,9.442621676,758.91,22.35842195,470.39,10.70305491,,,7297.1,1.386931795,562.59,4.301036279,,
05th week of 1995,3928.64,9.254828643,772.06,21.96057301,478.65,10.50109683,,,7478.9,1.328909332,,#DIV/0!,,
06th week of 1995,3939.07,9.227675568,790.43,21.42695748,481.46,10.43397167,,,8012.8,1.173732029,541.38,4.50871846,,
07th week of 1995,3953.54,9.190242163,786.97,21.52556006,481.97,10.42187273,,,8043,1.165570061,533.76,4.587361361,,
08th week of 1995,4011.74,9.042408032,791.08,21.40853011,488.11,10.27819549,,,8219,1.119196983,558.41,4.340717394,,
09th week of 1995,3989.61,9.098112347,798.79,21.19224076,485.42,10.34069466,,,8185.2,1.127948004,577.22,4.166678216,,
10th week of 1995,4035.61,8.983008764,802.22,21.09735484,489.57,10.24456155,,,7949.4,1.191068508,586.29,4.086748879,,
11th week of 1995,4073.65,8.889786801,808.33,20.93032549,495.52,10.10954149,,,8534.7,1.040807527,593.52,4.024784338,,
12th week of 1995,4138.67,8.734414679,818.66,20.65360467,500.97,9.988681957,,,8484.7,1.052833925,611.77,3.874887621,,
13th week of 1995,4157.69,8.689883084,817.21,20.69202531,500.71,9.994387969,,,8587.7,1.028212443,646.91,3.610084865,,
14th week of 1995,4192.62,8.609153703,814.69,20.7591231,506.42,9.870423759,,,8470.29,1.056326289,673.72,3.426631241,,
15th week of 1995,4208.18,8.573623277,832.64,20.29004131,509.23,9.810439291,,,8662,1.010815054,640.04,3.659568152,,
16th week of 1995,4270.09,8.434819875,823.44,20.52790732,508.49,9.826171606,,,8645.4,1.014676013,635.99,3.689240397,,
17th week of 1995,4321.27,8.323076318,843.98,20.00398114,514.71,9.695343009,,,8361,1.083205358,579.91,4.1427118,,
18th week of 1995,4343.4,8.275574435,843.53,20.01518618,520.12,9.584095978,,,8332.2,1.090405895,574.16,4.194214156,,
19th week of 1995,4430.56,8.093101098,858.94,19.63815866,525.55,9.474740748,,,9217.79,0.8895722294,584.84,4.099360509,,
20th week of 1995,4341.33,8.279997144,864.57,19.50376488,519.19,9.603054758,,,9013.29,0.9324442018,855.81,2.4847805,,
21th week of 1995,4369,8.221224537,871.87,19.33209079,523.65,9.512747064,,,9329.2,0.8670068173,727.62,3.098719112,,
22th week of 1995,4444.39,8.064805294,872.97,19.30647101,532.51,9.337834031,,,9559.7,0.8219902298,716.82,3.160472643,,
23th week of 1995,4423.99,8.106605123,884.38,19.04448314,527.94,9.427321287,,,9267.6,0.8794164617,702.62,3.24455609,,
24th week of 1995,4510.79,7.931369006,908.65,18.50909591,539.83,9.197654817,,,9314,0.8700536826,646.54,3.612723111,,
25th week of 1995,4585.84,7.785201839,938.87,17.88114435,549.71,9.014371214,,,9224.4,0.8882182039,650.14,3.587181223,,
26th week of 1995,4556.1,7.842547354,933.45,17.99077615,544.75,9.105553006,,,9206.5,0.8918894259,630.58,3.72947128,,
27th week of 1995,4702.73,7.566838836,969.76,17.27971869,556.37,8.894494671,,,9632.29,0.8082595105,666.78,3.47270464,,
28th week of 1995,4708.82,7.555759192,999.33,16.73882501,559.89,8.832288485,,,9728,0.79046875,652.79,3.568559567,,
29th week of 1995,4641.55,7.67975784,961.77,17.43157928,553.62,8.943643654,,,9410.2,0.8509362181,693.56,3.300002884,,
30th week of 1995,4715.51,7.543620945,1005.28,16.63383336,562.93,8.779191018,,,9451.7,0.8428092301,695.42,3.288501913,,
31th week of 1995,4683.46,7.602086919,991.09,16.886307,558.94,8.848999893,,,9362.79,0.8603087328,709.88,3.201146673,,
32th week of 1995,4618.3,7.723454518,1004.11,16.6543805,555.11,8.916953397,,,9006.9,0.9338151861,744.98,3.00320814,,
33th week of 1995,4617.6,7.72477694,1031.28,16.18925995,559.21,8.844244559,,,8895.79,0.9579688819,757.43,2.937406757,,
34th week of 1995,4601.4,7.75549398,1019.97,16.37986411,560.1,8.828602035,,,9080.4,0.9181621955,727.57,3.099000783,,
35th week of 1995,4647.54,7.6685709,1019.47,16.38838808,563.84,8.763408059,,,9196.5,0.8939466101,728.83,3.091914438,,
36th week of 1995,4700.72,7.570501966,1060.03,15.72305501,572.68,8.612698191,,,9393.2,0.8542860793,751.07,2.970748399,,
37th week of 1995,4797.57,7.397486644,1051.1,15.86513177,583.35,8.436873232,,,9797.4,0.7777859432,755.93,2.945219795,,
38th week of 1995,4764.15,7.45639411,1053.39,15.82846809,581.73,8.463153009,,,9541.9,0.8253890735,730,3.085356164,,
39th week of 1995,4789.08,7.412373567,1043.54,15.98731242,584.41,8.419756678,,,9646.29,0.8056351198,722.42,3.12822181,,
40th week of 1995,4769.21,7.44742211,1012.04,16.5160468,582.49,8.450806022,,,9873.9,0.7640121938,719.96,3.142327352,,
41th week of 1995,4793.78,7.404125763,1018.38,16.40699935,584.5,8.418306245,,,9883.79,0.7622470732,702.97,3.242442778,,
42th week of 1995,4794.86,7.402232808,1039.53,16.05284119,587.46,8.370850781,,,9895.2,0.7602150538,726.28,3.106281324,,
43th week of 1995,4741.75,7.496342068,1025.55,16.28530057,579.7,8.496291185,,,9680.79,0.7992002719,722.36,3.128564705,,
